DeviceId,Time,x,y,z
test10,12/6/2019 10:17:15 AM,77.84,89.07,4.31
test10,12/6/2019 10:17:17 AM,222.46,91.46,358.67
test10,12/6/2019 10:17:20 AM,142.66,91.64,1.25
test10,12/6/2019 10:17:22 AM,36.7,87.13,2.14
test10,12/6/2019 10:17:24 AM,14.87,88.71,0.34
test10,12/6/2019 10:17:26 AM,77.56,89.34,2.99
test10,12/6/2019 10:17:28 AM,74.87,89.7,1.1
test10,12/6/2019 10:17:31 AM,85.2,89.83,2.05
test10,12/6/2019 10:17:33 AM,67.69,88.37,3.96
test10,12/6/2019 10:17:35 AM,61.69,88.41,2.96
test10,12/6/2019 10:17:37 AM,85.97,89.8,2.77
test10,12/6/2019 10:17:40 AM,60.92,89.43,1.03
test10,12/6/2019 10:17:42 AM,83.09,89.77,1.87
test10,12/6/2019 10:17:44 AM,120.51,91.25,2.13
test10,12/6/2019 10:17:46 AM,69.24,87.95,5.4
test10,12/6/2019 10:17:49 AM,76.59,88.92,4.51
test10,12/6/2019 10:17:51 AM,63.15,86.35,7.18
test10,12/6/2019 10:17:53 AM,92.25,90.19,4.7
test10,12/6/2019 10:17:55 AM,84.28,89.6,4.02
test10,12/6/2019 10:17:58 AM,78.2,89.2,3.83
test10,12/6/2019 10:18:00 AM,73.5,88.54,4.91
test10,12/6/2019 10:18:02 AM,93.11,90.28,5.16
test10,12/6/2019 10:18:04 AM,83.6,89.47,4.71
test10,12/6/2019 10:18:07 AM,82.27,89.2,5.86
test10,12/6/2019 10:18:09 AM,82.6,89.25,5.78
test10,12/6/2019 10:18:11 AM,81.31,89.29,4.62
test10,12/6/2019 10:18:13 AM,90.39,90.03,4.92
test10,12/6/2019 10:18:16 AM,88.69,89.89,4.59
test10,12/6/2019 10:18:18 AM,72.74,88.74,4.06
test10,12/6/2019 10:18:20 AM,78.42,89.02,4.78
test10,12/6/2019 10:18:22 AM,103.95,90.61,2.45
test10,12/6/2019 10:18:25 AM,79.51,89.68,1.73
test10,12/6/2019 10:18:27 AM,59.28,88.73,2.13
test10,12/6/2019 10:18:29 AM,34.52,87.89,1.45
test10,12/6/2019 10:18:31 AM,75.14,89.41,2.22
test10,12/6/2019 10:18:33 AM,63.11,88.71,2.55
test10,12/6/2019 10:18:36 AM,85.79,89.88,1.59
test10,12/6/2019 10:18:38 AM,105.25,90.4,1.47
test10,12/6/2019 10:18:40 AM,61.45,89.11,1.63
test10,12/6/2019 10:18:42 AM,50,89.28,0.86
test10,12/6/2019 10:18:45 AM,357.67,89.49,359.98
test10,12/6/2019 10:18:47 AM,27.6,89.54,0.24
test10,12/6/2019 10:18:49 AM,335.85,89.92,359.97
test10,12/6/2019 10:18:51 AM,22.8,89.36,0.27
test10,12/6/2019 10:18:53 AM,40.6,89.41,0.5
test10,12/6/2019 10:18:56 AM,81.79,89.84,1.11
test10,12/6/2019 10:18:58 AM,48.81,88.74,1.44
test10,12/6/2019 10:19:00 AM,94.38,90.14,1.86
test10,12/6/2019 10:19:02 AM,127.4,90.42,0.55
test10,12/6/2019 10:19:04 AM,99.31,90.24,1.44
test10,12/6/2019 10:19:06 AM,61.82,89.33,1.25
test10,12/6/2019 10:19:09 AM,100.37,90.36,1.97
test10,12/6/2019 10:19:11 AM,107.81,91.43,4.45
test10,12/6/2019 10:19:14 AM,90.08,90.01,4
test10,12/6/2019 10:19:17 AM,90.24,90.01,1.27
test10,12/6/2019 10:19:19 AM,316.55,89.95,359.95
test10,12/6/2019 10:19:21 AM,129.37,90.9,1.09
test10,12/6/2019 10:19:23 AM,104.86,91.11,4.19
test10,12/6/2019 10:19:26 AM,106.16,91.12,3.87
test10,12/6/2019 10:19:28 AM,87.78,89.87,3.37
test10,12/6/2019 10:19:30 AM,108.48,90.62,1.87
test10,12/6/2019 10:19:32 AM,82.39,89.61,2.88
test10,12/6/2019 10:19:35 AM,103.68,90.96,3.92
test10,12/6/2019 10:19:37 AM,95.35,90.39,4.19
test10,12/6/2019 10:19:39 AM,102.58,91.03,4.6
test10,12/6/2019 10:19:41 AM,152.07,93.08,1.63
test10,12/6/2019 10:19:44 AM,39.56,89.76,0.2
test10,12/6/2019 10:19:46 AM,104.68,90.44,1.69
test10,12/6/2019 10:19:48 AM,119.29,91.39,2.47
test10,12/6/2019 10:19:51 AM,121.3,90.96,1.59
test10,12/6/2019 10:19:53 AM,117.84,91.71,3.23
test10,12/6/2019 10:19:55 AM,129.88,91.4,1.67
test10,12/6/2019 10:19:58 AM,121.15,91.69,2.8
test10,12/6/2019 10:20:00 AM,114.2,91.09,2.42
test10,12/6/2019 10:20:02 AM,100.64,90.5,2.67
test10,12/6/2019 10:20:04 AM,103.99,90.58,2.32
test10,12/6/2019 10:20:07 AM,125.59,91.51,2.11
test10,12/6/2019 10:20:09 AM,97.93,90.4,2.87
test10,12/6/2019 10:20:11 AM,159.89,91.39,0.51
test10,12/6/2019 10:20:13 AM,145.48,91.98,1.36
test10,12/6/2019 10:20:16 AM,132.8,91.58,1.71
test10,12/6/2019 10:20:18 AM,97.18,90.28,2.22
test10,12/6/2019 10:20:20 AM,119.59,91.22,2.15
test10,12/6/2019 10:20:22 AM,75.66,89.88,0.47
test10,12/6/2019 10:20:25 AM,119.18,91.51,2.7
test10,12/6/2019 10:20:27 AM,98.69,90.25,1.66
test10,12/6/2019 10:20:29 AM,170.48,91.2,0.2
test10,12/6/2019 10:20:31 AM,126.14,90.81,1.11
test10,12/6/2019 10:20:34 AM,125.57,92.15,3
test10,12/6/2019 10:20:36 AM,111.27,91.16,2.99
test10,12/6/2019 10:20:38 AM,102.12,90.74,3.42
test10,12/6/2019 10:20:40 AM,102.16,90.78,3.6
test10,12/6/2019 10:20:43 AM,103.07,90.97,4.19
test10,12/6/2019 10:20:45 AM,103.23,91.15,4.87
test10,12/6/2019 10:20:47 AM,94.56,90.42,5.24
test10,12/6/2019 10:20:49 AM,93.32,90.25,4.33
test10,12/6/2019 10:20:51 AM,90.41,90.03,4.77
test10,12/6/2019 10:20:53 AM,97.67,90.59,4.41
test10,12/6/2019 10:20:55 AM,104.14,91.02,4.04
test10,12/6/2019 10:20:58 AM,105.78,91.27,4.5
test10,12/6/2019 10:21:00 AM,93.89,90.31,4.53
test10,12/6/2019 10:21:02 AM,91.24,90.1,4.71
test10,12/6/2019 10:21:04 AM,98.13,90.63,4.43
test10,12/6/2019 10:21:06 AM,98.79,90.67,4.29
test10,12/6/2019 10:21:09 AM,91.51,90.12,4.39
test10,12/6/2019 10:21:11 AM,95.96,90.56,5.34
test10,12/6/2019 10:21:13 AM,132.88,91.45,1.56
test10,12/6/2019 10:21:15 AM,128.98,91.94,2.39
test10,12/6/2019 10:21:17 AM,99.82,90.87,5
test10,12/6/2019 10:21:20 AM,152.13,92.36,1.25
test10,12/6/2019 10:21:22 AM,123.3,91.93,2.93
test10,12/6/2019 10:21:24 AM,128.81,91.37,1.7
test10,12/6/2019 10:21:28 AM,84.79,89.53,5.18
test10,12/6/2019 10:21:30 AM,107.27,91.38,4.44
test10,12/6/2019 10:21:32 AM,146.72,92.96,1.94
test10,12/6/2019 10:21:35 AM,141.32,92.2,1.76
test10,12/6/2019 10:21:37 AM,102.94,90.72,3.12
test10,12/6/2019 10:21:39 AM,99.72,90.65,3.78
test10,12/6/2019 10:21:42 AM,107.2,90.51,1.66
test10,12/6/2019 10:21:44 AM,56.45,88.82,1.79
test10,12/6/2019 10:21:46 AM,92.71,90.12,2.5
test10,12/6/2019 10:21:48 AM,105.64,90.66,2.36
test10,12/6/2019 10:21:51 AM,113.66,91.07,2.45
test10,12/6/2019 10:21:53 AM,94.72,90.18,2.22
test10,12/6/2019 10:21:55 AM,85.58,89.83,2.24
test10,12/6/2019 10:21:57 AM,50.17,85.66,5.2
test10,12/6/2019 10:22:00 AM,61.39,87.71,4.2
test10,12/6/2019 10:22:02 AM,332.71,71.53,350.22
test10,12/6/2019 10:22:07 AM,312.35,83.03,352.36
test10,12/6/2019 10:22:10 AM,294.66,84.55,348.26
test10,12/6/2019 10:22:12 AM,302.32,81.13,346.14
test10,12/6/2019 10:22:14 AM,319.22,77.61,349.27
test10,12/6/2019 10:22:16 AM,314.94,78.1,348.07
test10,12/6/2019 10:22:18 AM,325.9,74.4,349.29
test10,12/6/2019 10:22:21 AM,336.53,72.64,352.27
test10,12/6/2019 10:22:23 AM,325.45,71.99,347.38
test10,12/6/2019 10:22:25 AM,326.43,72.05,347.87
test10,12/6/2019 10:22:27 AM,330.86,73.91,350.86
test10,12/6/2019 10:22:30 AM,338.67,71.22,352.44
test10,12/6/2019 10:22:32 AM,330.79,69.36,348.11
test10,12/6/2019 10:22:34 AM,344.94,76.26,356.24
test10,12/6/2019 10:22:37 AM,336.55,72.24,352.09
test10,12/6/2019 10:22:39 AM,310.24,73.41,340.61
test10,12/6/2019 10:22:41 AM,313.06,71.89,340.71
test10,12/6/2019 10:22:44 AM,325.38,73.05,348.12
test10,12/6/2019 10:22:46 AM,333.01,69.81,349.39
test10,12/6/2019 10:22:48 AM,336.33,69.36,350.62
test10,12/6/2019 10:22:51 AM,328.59,66.25,344.96
test10,12/6/2019 10:22:53 AM,350.15,70.88,356.55
test10,12/6/2019 10:22:55 AM,321.23,81.06,352.8
test10,12/6/2019 10:22:57 AM,319.41,77.4,349.16
test10,12/6/2019 10:23:00 AM,329.47,68.4,346.86
test10,12/6/2019 10:23:02 AM,335.99,77.25,354.24
test10,12/6/2019 10:23:04 AM,313.64,78.95,348.43
test10,12/6/2019 10:23:06 AM,325.4,75.88,350.15
test10,12/6/2019 10:23:10 AM,320.28,77.74,349.76
test10,12/6/2019 10:23:12 AM,332.06,73.65,351.15
test10,12/6/2019 10:23:14 AM,326.45,75.91,350.55
test10,12/6/2019 10:23:17 AM,326.87,73.44,349.02
test10,12/6/2019 10:23:19 AM,330.15,74.95,351.23
test10,12/6/2019 10:23:21 AM,332.34,74.92,351.96
test10,12/6/2019 10:23:23 AM,342.57,74.44,355
test10,12/6/2019 10:23:26 AM,345.29,74.06,355.71
test10,12/6/2019 10:23:28 AM,347.93,71.14,355.82
test10,12/6/2019 10:23:30 AM,345.42,70.11,354.63
test10,12/6/2019 10:23:32 AM,345.15,71.5,354.93
test10,12/6/2019 10:23:35 AM,344.16,74.32,355.45
test10,12/6/2019 10:23:37 AM,350.01,72.71,356.86
test10,12/6/2019 10:23:39 AM,347.87,72.48,356.12
test10,12/6/2019 10:23:41 AM,339.84,72.2,353.28
test10,12/6/2019 10:23:44 AM,338.17,72.55,352.82
test10,12/6/2019 10:23:46 AM,340.31,72.73,353.65
test10,12/6/2019 10:23:48 AM,340.15,76.21,354.94
test10,12/6/2019 10:23:50 AM,341.41,73.72,354.39
test10,12/6/2019 10:23:52 AM,336.28,73.73,352.69
test10,12/6/2019 10:23:55 AM,335.97,73.1,352.28
test10,12/6/2019 10:23:57 AM,338.63,74.69,353.88
test10,12/6/2019 10:23:59 AM,344.25,73.89,355.34
test10,12/6/2019 10:24:02 AM,339.56,71.95,353.08
test10,12/6/2019 10:24:04 AM,344.86,72.09,355
test10,12/6/2019 10:24:06 AM,337.25,72.81,352.61
test10,12/6/2019 10:24:08 AM,338.11,73.38,353.16
test10,12/6/2019 10:24:11 AM,343.72,72.84,354.85
test10,12/6/2019 10:24:13 AM,342.84,74.43,355.08
test10,12/6/2019 10:24:17 AM,345.67,74.83,356.04
test10,12/6/2019 10:24:19 AM,347.13,71.18,355.55
test10,12/9/2019 5:26:34 AM,225,225,225
test10,12/9/2019 5:26:36 AM,188.68,105.57,357.57
test10,12/9/2019 5:26:38 AM,188.64,100.94,358.32
test10,12/9/2019 5:26:40 AM,224.62,93.23,356.81
test10,12/9/2019 5:26:42 AM,216.88,93.69,357.23
test10,12/9/2019 5:26:45 AM,187.09,96.76,359.15
test10,12/9/2019 5:26:47 AM,174.57,94.24,0.4
test10,12/9/2019 5:26:49 AM,191.97,97.05,358.5
test10,12/9/2019 5:26:51 AM,192.4,99.02,358
test10,12/9/2019 5:26:54 AM,189.2,100.87,358.22
test10,12/9/2019 5:26:56 AM,183.61,101.06,359.29
test10,12/9/2019 5:26:58 AM,175.5,102.17,0.97
test10,12/9/2019 5:27:00 AM,174.29,101.92,1.21
test10,12/9/2019 5:27:03 AM,177.45,100.99,0.5
test10,12/9/2019 5:27:05 AM,177.08,101.15,0.58
test10,12/9/2019 5:27:07 AM,187.62,99.55,358.71
test10,12/9/2019 5:27:10 AM,184.5,100.8,359.14
test10,12/9/2019 5:27:12 AM,166.64,101.98,2.89
test10,12/9/2019 5:27:14 AM,177.65,99.17,0.38
test10,12/9/2019 5:27:16 AM,186.23,100.27,358.87
test10,12/9/2019 5:27:19 AM,183.72,102.42,359.18
test10,12/9/2019 5:27:22 AM,185.62,101.79,358.82
test10,12/9/2019 5:27:24 AM,185.83,101.63,358.8
test10,12/9/2019 5:27:26 AM,191.22,99.58,358.08
test10,12/9/2019 5:27:29 AM,188.16,99.36,358.65
test10,12/9/2019 5:27:31 AM,190.24,100.36,358.11
test10,12/9/2019 5:27:33 AM,187.85,99.51,358.68
test10,12/9/2019 5:27:36 AM,187.05,100.52,358.69
test10,12/9/2019 5:27:38 AM,186.89,99.83,358.8
test10,12/9/2019 5:27:40 AM,182.94,102,359.37
test10,12/9/2019 5:27:42 AM,193.86,102.01,356.99
test10,12/9/2019 5:27:44 AM,186.54,103.36,358.44
test10,12/9/2019 5:27:47 AM,188.84,103.24,357.9
test10,12/9/2019 5:27:49 AM,187.62,103.13,358.21
test10,12/9/2019 5:27:51 AM,188.25,103.41,358.02
test10,12/9/2019 5:27:53 AM,186.77,104.11,358.29
test10,12/9/2019 5:27:56 AM,186.23,104.13,358.43
test10,12/9/2019 5:27:58 AM,184.43,104.46,358.86
test10,12/9/2019 5:28:00 AM,185.65,103.74,358.61
test10,12/9/2019 5:28:02 AM,188.41,103.55,357.96
test10,12/9/2019 5:28:05 AM,188.41,103.31,358
test10,12/9/2019 5:28:07 AM,188.52,103.88,357.88
test10,12/9/2019 5:28:09 AM,187.22,104.57,358.11
test10,12/9/2019 5:28:12 AM,185.67,104.33,358.55
test10,12/9/2019 5:28:14 AM,187.27,103.98,358.18
test10,12/9/2019 5:28:16 AM,187.64,103.8,358.11
test10,12/9/2019 5:28:18 AM,187.11,104.71,358.13
test10,12/9/2019 5:28:20 AM,186.77,104.48,358.24
test10,12/9/2019 5:28:23 AM,187.68,104.62,357.98
test10,12/9/2019 5:28:25 AM,187.99,104.57,357.91
test10,12/9/2019 5:28:27 AM,186.5,104.73,358.28
test10,12/9/2019 5:28:29 AM,185.63,105.16,358.47
test10,12/9/2019 5:28:32 AM,187.43,103.8,358.17
test10,12/9/2019 5:28:34 AM,194.13,103.3,356.59
test10,12/9/2019 5:28:36 AM,192.45,102.48,357.2
test10,12/9/2019 5:28:38 AM,187.49,104.03,358.12
test10,12/9/2019 5:28:41 AM,192.28,103.74,356.95
test10,12/9/2019 5:28:43 AM,189.82,103.78,357.57
test10,12/9/2019 5:28:45 AM,189.16,104.52,357.61
test10,12/9/2019 5:28:47 AM,188.93,104.67,357.64
test10,12/9/2019 5:28:50 AM,190.34,104.15,357.37
test10,12/9/2019 5:28:52 AM,189.86,104.29,357.47
test10,12/9/2019 5:28:54 AM,189.79,104.56,357.43
test10,12/9/2019 5:28:57 AM,189.77,105.36,357.29
test10,12/9/2019 5:28:59 AM,190.18,105.62,357.13
test10,12/9/2019 5:29:01 AM,190.07,105.05,357.26
test10,12/9/2019 5:29:03 AM,189.78,105.38,357.29
test10,12/9/2019 5:29:06 AM,190.15,105.07,357.24
test10,12/9/2019 5:29:08 AM,188.45,105.94,357.57
test10,12/9/2019 5:29:10 AM,189.99,105.87,357.13
test10,12/9/2019 5:29:13 AM,206.58,101.17,354.36
test10,12/9/2019 5:29:15 AM,188.58,105.16,357.66
test10,12/9/2019 5:29:17 AM,189.85,103.61,357.59
test10,12/9/2019 5:29:19 AM,189.4,103.91,357.65
test10,12/9/2019 5:29:22 AM,194.78,104.19,356.18
test10,12/9/2019 5:29:24 AM,191.48,105.04,356.88
test10,12/9/2019 5:29:26 AM,189.99,105.77,357.15
